Player,Tm,Pos,FG%,FT%,3P%,PTS
Ramon Rivas,BOS,C,0.387,0.64,0,40
David Rivers,LAL,PG,0.380333,0.832667,0.0556667,127
Rob Rose,LAC,SG,0,0,0,0
Jim Rowinski,TOT,PF-C,0.297,0.79475,0,16
Rony Seikaly,MIA,C,0.446385,0.655385,0.105769,825
Charles Shackleford,NJN,C,0.503167,0.656333,0,270
John Shasky,MIA,C,0.404667,0.543333,0,172
Brian Shaw,BOS,SG,0.369,0.712833,0.241056,411
Keith Smart,SAS,PG,0,1,0,2
Charles Smith,LAC,PF,0.395217,0.623783,0.144522,427
Rik Smits,IND,C,0.505583,0.773833,0.0375,1072
John Starks,GSW,SG,0.401267,0.787067,0.3354,756
Everette Stephens,IND,PG,0.493,0.8865,0.1,35
Rod Strickland,NYK,PG,0.433435,0.718696,0.240435,704
Barry Sumpter,LAC,PF,0,0,0,0
Anthony Taylor,MIA,PG,0.397,0.75,0,144
Tom Tolbert,CHH,SF,0.429714,0.710429,0.222429,290
Kelvin Upshaw,TOT,SG,0.423625,0.6395,0.21625,128
Morlon Wiley,DAL,PG,0.405187,0.472625,0.296563,106
Micheal Williams,DET,PG,0.383333,0.737667,0.117083,390
David Wood,CHI,PF,0.3855,0.7209,0.265,181
Nick Anderson,ORL,SG,0.417615,0.580385,0.315769,886
Michael Ansley,ORL,SF,0.4746,0.621,0,209
B.J. Armstrong,CHI,PG,0.462733,0.848933,0.387133,512
Dana Barros,SEA,PG,0.4685,0.855714,0.375429,635
Kenny Battle,PHO,SG,0.5525,0.7785,0.063875,124
Winston Bennett,CLE,SF,0.422,0.5624,0,168
Mookie Blaylock,NJN,PG,0.401615,0.718154,0.307615,920
Chucky Brown,CLE,SF,0.499048,0.677952,0.0996667,234
Raymond Brown,UTA,PF,0.286,0,0,16
Stanley Brundy,NJN,SF,0.5,0.389,0,37
Torgeir Bryn,LAC,C,0,0.667,0,4
Steve Bucknall,LAL,SG,0.273,0.833,0,23
Adrian Caldwell,HOU,PF,0.37825,0.398625,0,61
Lanard Copeland,PHI,SG,0.38,0.893,0.1,45
Terry Davis,MIA,PF,0.4749,0.6009,0.075,306
Byron Dinkins,HOU,PG,0.5525,0.66125,0.02775,46
Vlade Divac,LAL,C,0.49025,0.692437,0.208187,837
Sherman Douglas,MIA,PG,0.478188,0.691125,0.20125,601
Terry Dozier,CHH,SF,0.333,0.5,0,22
Blue Edwards,UTA,SF,0.468833,0.78125,0.323833,670
Jay Edwards,LAC,SG,0.429,0.333,0,7
Sean Elliott,SAS,SF,0.447667,0.786333,0.334917,878
Pervis Ellison,SAC,C,0.468818,0.699091,0.0302727,408
Derrick Gervin,NJN,PF,0.444,0.7595,0.125,338
Greg Grant,PHO,PG,0.335091,0.613818,0.260818,97
Scott Haffner,MIA,PG,0.3935,0.59,0.0715,106
Tom Hammonds,WSB,PF,0.462,0.654643,0,276
Tim Hardaway,GSW,PG,0.416333,0.775429,0.352381,968
Mike Higgins,TOT,SF,0.3375,0.6865,0,11
Ed Horton,WSB,PF,0.494,0.609,0,202
Byron Irvin,POR,SG,0.479333,0.663333,0.519,150
Jaren Jackson,NJN,SG,0.365,0.682167,0.236,197
Eric Johnson,UTA,PG,0.238,0.765,0.167,54
Nate Johnston,TOT,PF-SF,0.372333,0.776,0.416667,30
Shawn Kemp,SEA,PF,0.481286,0.745,0.221286,1096
Stan Kimbrough,DET,PG,0.3855,0.5,0.25,10
Stacey King,CHI,PF,0.482167,0.58825,0.0610833,269
Frank Kornet,MIL,PF,0.3695,0.5765,0.264,85
Jeff Lebo,SAS,SG,0.286,1,0,6
Tim Legler,PHO,SG,0.389333,0.742417,0.27925,205
Gary Leonard,MIN,C,0.362,0.643,0,14
Clifford Lett,CHI,PG,0.3665,0.3335,0,19
Todd Lichti,DEN,SG,0.432,0.649125,0.34275,241
Roy Marble,ATL,SG,0.2215,0.3275,0,27
Sarunas Marciulionis*,GSW,SG,0.486,0.767571,0.3,661
Jeff Martin,LAC,SG,0.4165,0.6925,0.22,478
Anthony Mason,NJN,PF,0.496385,0.699308,0.102538,742
Bob McCann,DAL,SF,0.3424,0.4526,0.1,147
Mel McCants,LAL,SF,0.308,0.75,0,22
George McCloud,IND,SF,0.396286,0.795643,0.359,541
Carlton McKinney,LAC,SG,0.236,0.25,0,11
Scott Meents,SEA,PF,0.341,0.6195,0.5,36
Sam Mitchell,MIN,PF,0.445769,0.781615,0.168308,664
Mike Morrison,PHO,SG,0.338,0.8,0.286,72
John Morton,CLE,SG,0.356,0.8132,0.1648,143
Dyron Nix,IND,SF,0.359,0.688,0,39
Zarko Paspalj,SAS,SF,0.342,0.818,0,72
Kenny Payne,PHI,SF,0.41625,0.8695,0.31525,127
Drazen Petrovic*,POR,SG,0.4925,0.816167,0.374333,847
Brian Quinnett,NYK,SG,0.3624,0.6484,0.2502,117
J.R. Reid,CHH,C,0.467588,0.737294,0.0598824,426
Glen Rice,MIA,SF,0.415412,0.824588,0.351118,1081
Pooh Richardson,MIN,PG,0.4231,0.6865,0.2562,708
Clifford Robinson,POR,PF,0.42755,0.6685,0.3293,1006
David Robinson*,SAS,C,0.513,0.723,0.119429,1485
Doug Roth,WSB,C,0.43,0.5,0,81
Donald Royal,MIN,SF,0.424308,0.804308,0,266
Delaney Rudd,UTA,PG,0.36425,0.75975,0.2225,204
Jeff Sanders,CHI,PF,0.3995,0.5695,0,28
Dexter Shouse,PHI,PG,0,0,0,0
Michael Smith,BOS,PF,0.508333,0.6355,0.1205,289
Jay Taylor,NJN,SG,0.404,0.667,0.231,51
Leonard Taylor,GSW,PF,0,0.688,0,11
Henry Turner,SAC,PF,0.4395,0.593,0.2,112
Gary Voce,CLE,PF,0.333,0,0,2
Alexander Volkov,ATL,C,0.4615,0.607,0.35,509
Doug West,MIN,SG,0.442917,0.788417,0.104083,539
Randy White,DAL,PF,0.3968,0.672,0.1838,416
Mike Williams,TOT,PF-SF,0.254,0.333333,0,10
Haywoode Workman,ATL,PG,0.429,0.669,0.2523,205
Alaa Abdelnaby,POR,PF,0.449333,0.596778,0,255
Mahmoud Abdul-Rauf,DEN,PG,0.439778,0.893111,0.316444,950
Keith Askins,MIA,SF,0.391222,0.703667,0.306444,205
Milos Babic,CLE,PF,0.389,0.6665,0,18
Cedric Ball,LAC,PF,0.375,1,0,8
Lance Blanks,DET,SG,0.438,0.688667,0.252,96
Anthony Bonner,SAC,PF,0.451333,0.560167,0.075,366
Dee Brown,BOS,PG,0.383,0.721667,0.306389,422
Jud Buechler,NJN,SF,0.422529,0.492235,0.268118,150
Matt Bullard,HOU,PF,0.408455,0.763636,0.340545,297
Willie Burton,MIA,SF,0.371625,0.735875,0.258375,405
Rick Calloway,SAC,SG,0.391,0.696,0,205
Elden Campbell,LAL,PF,0.415238,0.694333,0.0357143,565
Duane Causwell,SAC,C,0.497182,0.580636,0.0606364,240
Cedric Ceballos,PHO,SF,0.475529,0.765706,0.252353,601
Richard Coffey,MIN,SF,0.373,0.545,0,68
Derrick Coleman,NJN,PF,0.422,0.770733,0.276267,858
Bimbo Coles,MIA,PG,0.404556,0.813889,0.216444,426
Anthony Cook,DEN,PF,0.4045,0.377833,0,80
Tony Dawson,SAC,SF,0.473,0.5,0.6665,8
Mario Elie,TOT,SF-SG,0.460615,0.822538,0.373231,500
A.J. English,WSB,SG,0.436,0.774,0.1365,751
Danny Ferry,CLE,PF,0.440231,0.842308,0.379923,495
Greg Foster,WSB,PF,0.436471,0.741529,0.156176,179
Tate George,NJN,PG,0.38825,0.8635,0.04175,184
Kendall Gill,CHH,SG,0.427647,0.760471,0.272176,798
Gerald Glass,MIN,SF,0.392875,0.6555,0.152375,236
Dan Godfread,MIN,C,0.2085,0.375,0,6
Jim Grandholm,DAL,PF,0.517,0.476,0.529,79
Tony Harris,PHI,SG,0.305,0.769667,0.111,22
Steve Henson,MIL,PG,0.442714,0.775429,0.441714,105
Sean Higgins,SAS,SF,0.362375,0.762875,0.20825,208
Tyrone Hill,GSW,PF,0.485778,0.636944,0,453
Dave Jamerson,HOU,SG,0.159,0.7816,0.1098,61
Henry James,CLE,PF,0.387111,0.871333,0.296444,151
Les Jepsen,GSW,C,0.3405,0.6515,0,26
Alec Kessler,MIA,C,0.43625,0.75125,0.25275,271
Bo Kimble,LAC,SG,0.4,0.597667,0.283333,191
Negele Knight,PHO,PG,0.4122,0.6576,0.1714,249
Kurk Lee,NJN,PG,0.268,0.893,0.2,66
Marcus Liberty,DEN,SF,0.412667,0.580833,0.289667,341
Ian Lockhart,PHO,SF,1,1,0,4
Tony Massenburg,SAS,PF,0.432579,0.646737,0.0526316,252
Travis Mays,SAC,PG,0.417333,0.809667,0.403333,424
Terry Mills,TOT,PF,0.436308,0.682615,0.271769,576
Chris Munk,UTA,PF,0.429,0.583,0,13
Jerrod Mustaf,NYK,PF,0.43425,0.637,0,180
Dan O'Sullivan,UTA,C,0.484833,0.626833,0,14
Alan Ogg,MIA,C,0.4404,0.6766,0,37
Brian Oliver,PHI,SG,0.3875,0.6035,0.0695,97
Gerald Paddio,CLE,SF,0.394667,0.516167,0.0833333,128
Walter Palmer,UTA,C,0.4035,0.667,0,50
Gary Payton*,SEA,PG,0.460316,0.724789,0.283737,1234
Kevin Pritchard,GSW,PG,0.396,0.690667,0.301833,64
Larry Robinson,TOT,SG,0.327909,0.490636,0.182545,67
Rumeal Robinson,ATL,PG,0.407182,0.564909,0.326,259
Steve Scheffler,CHH,C,0.643667,0.731,0.0222222,39
Dwayne Schintzius,SAS,C,0.366625,0.72,0.0625,73
Dennis Scott,ORL,SG,0.406786,0.751643,0.383143,658
Lionel Simmons,SAC,SF,0.415,0.773143,0.271143,833
Tony Smith,LAL,SG,0.415,0.647182,0.196636,254
Felton Spencer,MIN,C,0.506357,0.580357,0,266
Irving Thomas,LAL,PF,0.34,0.571,0,46
Andy Toolson,UTA,SF,0.3835,0.754,0.3125,79
Loy Vaught,LAC,PF,0.475538,0.710692,0.138231,550
Stojko Vrankovic,BOS,C,0.4334,0.4768,0,94
Jayson Williams,PHI,PF,0.436778,0.581889,0.0873333,385
Kenny Williams,IND,PF,0.5145,0.6735,0,311
Scott Williams,CHI,PF,0.422368,0.663684,0.137737,212
Trevor Wilson,ATL,PF,0.45,0.611667,0,176
Kennard Winchester,HOU,SF,0.4098,0.6302,0.3222,90
Howard Wright,TOT,PF,0.5808,0.6572,0,23
A.J. Wynder,BOS,PG,0.25,0.75,0,12
Victor Alexander,GSW,C,0.4886,0.6006,0.1698,508
Kenny Anderson,NJN,PG,0.417227,0.743591,0.305591,598
Greg Anthony,NYK,PG,0.400615,0.708923,0.316231,459
Stacey Augmon,ATL,SG,0.450176,0.716059,0.0655882,486
Isaac Austin,UTA,C,0.438364,0.692818,0.0714545,394
Steve Bardo,SAS,SG,0.232333,0.457667,0.0556667,24
David Benoit,UTA,SF,0.423111,0.801222,0.306222,430
Terrell Brandon,CLE,PG,0.440462,0.864538,0.289923,807
Kevin Brooks,DEN,SF,0.402,0.861667,0.195667,139
Myron Brown,MIN,PG,0.667,0,0.333,9
Randy Brown,SAC,PG,0.380667,0.624417,0.117,262
Demetrius Calip,LAL,PG,0.222,0.667,0.2,11
Pete Chilcutt,SAC,PF,0.402286,0.712929,0.285857,218
Marty Conlon,SEA,C,0.482091,0.711545,0.0584545,244
Tom Copa,SAS,C,0.55,0.308,0,48
Chris Corchiani,ORL,PG,0.5946,0.6166,0.1118,92
Corey Crowder,UTA,SF,0.292,0.583,0.2165,60
Dale Davis,IND,PF,0.508944,0.578056,0,499
Bison Dele,ORL,PF,0.517375,0.704,0.0625,567
Patrick Eddie,NYK,C,0.222,0,0,4
LeRon Ellis,LAC,C,0.350333,0.545333,0,92
Rick Fox,BOS,SF,0.447154,0.771385,0.329846,689
Chris Gatling,GSW,PF,0.502368,0.652474,0.109263,536
Paul Graham,ATL,SG,0.424,0.746333,0.306333,499
Sean Green,IND,SG,0.3182,0.546,0.1976,100
Carl Herrera,HOU,PF,0.4372,0.5013,0.0333,254
Donald Hodge,DAL,PF,0.358857,0.423,0.0408571,171
Brian Howard,DAL,SF,0.4805,0.738,0.3215,285
Cedric Hunter,CHH,PG,0,0,0,0
Mike Iuzzolino,DAL,PG,0.4565,0.8005,0.4045,548
Rich King,SEA,C,0.30525,0.564,0,33
Doug Lee,NJN,SG,0.359,0.461,0.330667,56
Luc Longley,MIN,C,0.454417,0.754,0,384
Kevin Lynch,CHH,SG,0.4625,0.7225,0.1875,155
Mark Macon,DEN,SG,0.36075,0.642875,0.21775,231
Tharon Mayes,TOT,SG,0.333667,0.667,0.408333,66
Rodney Monroe,ATL,SG,0.368,0.826,0.222,131
Tracy Moore,DAL,SF,0.4528,0.8718,0.2778,166
Eric Murdock,UTA,PG,0.420455,0.779455,0.325727,524
Dikembe Mutombo*,DEN,C,0.50385,0.697,0,623
Jimmy Oliver,CLE,SG,0.391,0.5062,0.4368,66
Billy Owens,GSW,PF,0.455,0.627071,0.246714,586
Keith Owens,LAL,SF,0.281,0.8,0,26
Robert Pack,POR,PG,0.410533,0.7866,0.221733,379
Elliot Perry,TOT,PG,0.43775,0.654813,0.275313,238
Bobby Phills,CLE,SG,0.445,0.710333,0.308222,572
Mark Randall,TOT,PF,0.37675,0.531625,0.101625,75
Stanley Roberts,ORL,C,0.446125,0.4565,0,319
Doug Smith,DAL,PF,0.412,0.7426,0.061,471
LaBradford Smith,WSB,SG,0.4234,0.7824,0.2286,310
Steve Smith,MIA,SG,0.422778,0.8325,0.344889,836
Larry Stewart,WSB,PF,0.4674,0.7242,0.0486,401
Derek Strong,WSB,PF,0.3861,0.7798,0.1378,308
Lamont Strothers,POR,SG,0.3305,0.65,0.077,30
Greg Sutton,SAS,PG,0.3956,0.7516,0.3636,202
Carl Thomas,SAC,SG,0.4605,0.659167,0.273167,54
Charles Thomas,DET,SG,0.353,0.667,0.118,48
Stephen Thompson,TOT,SG,0.364333,0.25,0,20
John Turner,HOU,SF,0.439,0.525,0,117
Joao Vianna,DAL,SF,0.5,0,0,2
Eric Anderson,NYK,PF,0.345,0.6015,0.5,21
Anthony Avent,MIL,PF,0.372375,0.67275,0,293
Jon Barry,MIL,SG,0.424062,0.840687,0.376625,323
Tony Bennett,CHH,PG,0.428,0.488333,0.302333,179
Alex Blackwell,LAL,SF,0.333,0.75,0,34
Ricky Blanton,CHI,SF,0.429,0,0,6
Walter Bond,DAL,SG,0.404,0.737,0.3026,196
Dexter Cambridge,DAL,SF,0.484,0.687,0,370
Doug Christie,LAL,SG,0.404579,0.795579,0.301895,529
Duane Cooper,LAL,PG,0.4155,0.7235,0.188,102
Joe Courtney,TOT,PF,0.4131,0.5972,0.1334,49
John Crotty,UTA,PG,0.426308,0.840846,0.416308,158
Radisav Curcic,DAL,C,0.39,0.722,0,58
Lloyd Daniels,SAS,SG,0.344111,0.725222,0.272444,190
Hubert Davis,NYK,SG,0.3785,0.802937,0.341375,381
Todd Day,MIL,SG,0.3838,0.7528,0.3074,683
Richard Dumas,PHO,SF,0.499667,0.635667,0.185,360
Pat Durham,GSW,SF,0.367,0.703,0.096,161
LaPhonso Ellis,DEN,PF,0.435,0.743636,0.228182,673
Matt Geiger,MIA,C,0.4602,0.7004,0.1566,505
Litterial Green,ORL,PG,0.3022,0.554,0.07,84
Tom Gugliotta,WSB,PF,0.4225,0.7525,0.2437,563
Jay Guidinger,CLE,C,0.4225,0.617,0,49
Robert Horry,HOU,SF,0.4185,0.710611,0.330833,452
Byron Houston,GSW,PF,0.4655,0.70525,0.25875,208
Stephen Howard,UTA,SF,0.5125,0.654333,0,85
Jim Jackson,DAL,SF,0.405792,0.791958,0.345125,691
Keith Jennings,GSW,PG,0.482,0.829,0.431667,363
Dave Johnson,POR,SG,0.349,0.6485,0.107,102
Thomas Jordan,PHI,PF,0.439,0.471,0,44
Adam Keefe,ATL,PF,0.484889,0.713222,0.037,345
Christian Laettner,MIN,PF,0.481471,0.818529,0.24,768
Sam Mack,SAS,SF,0.391,0.839889,0.338333,275
Don MacLean,WSB,PF,0.401222,0.648222,0.400111,387
Marlon Maxey,MIN,PF,0.5415,0.6785,0,239
Lee Mayberry,MIL,PG,0.408429,0.677286,0.352286,363
Oliver Miller,PHO,C,0.524545,0.583273,0.0411818,356
Harold Miner,MIA,SG,0.44925,0.829,0.3715,450
Isaiah Morris,DET,SF,0.456,0.75,0,55
Alonzo Mourning*,CHH,C,0.520529,0.664,0.0628235,858
Tracy Murray,POR,SF,0.392813,0.751875,0.36925,403
Melvin Newbern,DET,SG,0.372,0.567,0.125,119
Shaquille O'Neal*,ORL,C,0.587429,0.520524,0.0238095,1401
Matt Othick,SAS,PG,0.6,0,0.5,8
Doug Overton,WSB,PG,0.429632,0.714421,0.201842,141
Anthony Peeler,LAL,SG,0.430333,0.792467,0.374533,565
Brent Price,WSB,PG,0.392111,0.823444,0.329889,275
Anthony Pullard,MIL,PF,0.444,0.333,0,17
Sean Rooks,DAL,C,0.443938,0.73425,0.050625,327
Malik Sealy,IND,SF,0.424,0.795,0.26375,619
Chris Smith,MIN,SG,0.32675,0.52925,0.2085,285
Reggie Smith,POR,C,0.3865,0.344,0,49
Andre Spencer,TOT,SF,0.379167,0.615667,0,115
Elmore Spencer,LAC,C,0.330429,0.427571,0,133
Latrell Sprewell,GSW,SG,0.423,0.799846,0.321846,1285
Barry Stevens,GSW,SF,0.5,0,0,2
Bryant Stith,DEN,SG,0.4154,0.8445,0.2711,594
Gundars Vetra,MIN,SF,0.475,0.667,1,45
Clarence Weatherspoon,PHI,SF,0.468471,0.757941,0.0495294,675
Marcus Webb,BOS,PF,0.52,0.619,0,39
Robert Werdann,DEN,C,0.411333,0.695333,0,33
Corey Williams,CHI,PG,0.375,0.909,0.1665,46
Lorenzo Williams,TOT,PF-C,0.420846,0.220231,0,69
Walt Williams,SAC,SF,0.418933,0.7532,0.376867,665
Randy Woods,LAC,PG,0.32625,0.75975,0.27375,89
Gary Alexander,TOT,PF,0.551333,0.254,0,12
Vin Baker,MIL,C,0.430706,0.656353,0.140706,729
Corie Blount,CHI,PF,0.451706,0.576529,0.049,173
Shawn Bradley,PHI,C,0.459375,0.725063,0.075,541
P.J. Brown,NJN,C,0.451533,0.786067,0.0356,658
Evers Burns,SAC,PF,0.4,0.522,0,56
Scott Burrell,CHH,SF,0.4064,0.6869,0.3608,294
Mitchell Butler,WSB,SG,0.423375,0.634,0.262125,233
Sam Cassell,HOU,PG,0.439,0.868636,0.308636,788
Calbert Cheaney,WSB,SG,0.447615,0.659692,0.160385,602
Michael Curry,PHI,SG,0.416231,0.795154,0.230462,245
Antonio Davis,IND,PF,0.443941,0.704412,0.0335882,586
Brian Davis,MIN,SF,0.317,0.735,0.333,131
Terry Dehere,LAC,PG,0.39025,0.66775,0.361625,414
Dell Demps,GSW,PG,0.303,0.608,0.166667,19
Acie Earl,BOS,C,0.384667,0.643833,0,194
Bill Edwards,PHI,PF,0.111,0.4,0,6
Doug Edwards,ATL,PF,0.385667,0.681667,0,67
Harold Ellis,LAC,SF,0.528333,0.645333,0.0256667,280
Alphonso Ford,SEA,PG,0.3845,0.5,0.5,17
Chad Gallagher,UTA,C,1,0,0,6
Andrew Gaze,WSB,SG,0.3955,0.5,0.4065,21
Ricky Grace,ATL,PG,0.667,0,0,4
Greg Graham,PHI,SG,0.440857,0.801571,0.263143,168
Josh Grant,GSW,PF,0.404,0.759,0.279,157
Andres Guibert,MIN,C,0.32,0.592,0,30
Geert Hammink,ORL,C,0.4332,0.5476,0,4
Anfernee Hardaway,ORL,PG,0.425687,0.791313,0.306625,711
Lucious Harris,DAL,SG,0.420333,0.781833,0.33025,482
Antonio Harvey,LAL,PF,0.4147,0.5117,0.1,75
Scott Haskin,IND,C,0.467,0.684,0,55
Skeeter Henry,PHO,SG,0.2,0.5,0,4
Allan Houston,DET,SG,0.439417,0.859083,0.396,1212
Lindsey Hunter,DET,PG,0.363941,0.730588,0.320235,468
Bobby Hurley,SAC,PG,0.365429,0.770286,0.234,183
Stanley Jackson,MIN,SG,0.515,1,0.2,38
Chris Jent,HOU,SF,0.4165,0.25,0.5155,18
Ervin Johnson,SEA,C,0.490231,0.598615,0.102538,267
Popeye Jones,DAL,PF,0.389818,0.661091,0.216727,338
Adonis Jordan,DEN,PG,0.3805,0.25,0.15,10
Reggie Jordan,LAL,SG,0.49075,0.545875,0.0625,67
Warren Kidd,PHI,PF,0.592,0.547,0,247
Chris King,SEA,SF,0.369667,0.413,0.225,231
Toni Kukoc,CHI,SF,0.440471,0.713235,0.336176,668
George Lynch,LAL,SF,0.435,0.6545,0.26725,425
Malcolm Mackey,PHO,C,0.378,0.5,0,32
Gerald Madkins,CLE,SG,0.356667,0.754667,0.411,26
Bob Martin,LAC,C,0.3275,0.304,0,56
Jamal Mashburn,DAL,SF,0.410846,0.759154,0.343385,958
Darnell Mee,DEN,SG,0.259,0.222,0.2705,38
Chris Mills,CLE,SF,0.4182,0.8247,0.3245,635
Darren Morningstar,TOT,C,0.648333,0.4,0,64
Gheorghe Muresan,WSB,C,0.458167,0.537833,0,503
Bo Outlaw,LAC,SF,0.569588,0.486412,0.102941,314
Mike Peplowski,SAC,C,0.5478,0.3422,0,40
Richard Petruska,HOU,C,0.435,0.75,0.467,53
Dino Radja,BOS,PF,0.48775,0.73075,0,933
Isaiah Rider,MIN,SG,0.442222,0.807333,0.360778,1045
Eric Riley,HOU,C,0.4682,0.7042,0,114
James Robinson,POR,PG,0.379444,0.591222,0.330222,340
Rodney Rogers,DEN,SF,0.44125,0.714125,0.338625,676
Bryon Russell,UTA,SF,0.391231,0.687538,0.313769,512
Kevin Thompson,POR,C,0.429,0.5,0,13
Keith Tower,ORL,C,0.31575,0.32925,0,24
Nick Van,LAL,PG,0.404133,0.786067,0.3528,932
Rex Walters,NJN,SG,0.434364,0.845182,0.328182,164
Chris Webber,GSW,C,0.469895,0.642947,0.261158,1009
Matt Wenstrom,BOS,C,0.6,0.6,0,18
David Wesley,NJN,PG,0.409375,0.79325,0.354687,799
Chris Whitney,SAS,PG,0.376923,0.886308,0.335385,314
Aaron Williams,UTA,PF,0.4865,0.6812,0.01665,230
Luther Wright,UTA,C,0.348,0.75,0,19
Derrick Alston,PHI,C,0.325667,0.327667,0.111,250
Darrell Armstrong,ORL,PG,0.390687,0.866687,0.326625,498
Sergei Bazarevich,ATL,PG,0.5,0.778,0.167,30
Elmer Bennett,CLE,PG,0.3474,0.7066,0.1998,14
James Blackwell,TOT,PG,0.627333,0.444667,0,12
Tim Breaux,HOU,SF,0.367333,0.591667,0.299667,99
Chris Childs,NJN,PG,0.389909,0.802091,0.315818,370
Bill Curley,DET,PF,0.448444,0.592889,0.188889,59
Yinka Dare,NJN,C,0.253,0.40675,0,58
Tony Dumas,DAL,SG,0.3855,0.506667,0.279333,204
Howard Eisley,TOT,PG,0.367222,0.733222,0.306333,322
Matt Fish,LAC,C,0.414571,0.251143,0,33
Brian Grant,SAC,PF,0.481,0.765083,0.0820833,661
Darrin Hancock,CHH,SF,0.476,0.5725,0.111,84
Jerome Harmon,PHI,SG,0.396,0.5,1,46
Grant Hill,DET,SF,0.475222,0.766333,0.279667,952
Tom Hovasse,ATL,SF,0,0,0,0
Juwan Howard,WSB,PF,0.465,0.74496,0.03232,759
Askia Jones,MIN,SG,0.341,0.813,0.167,45
Eddie Jones,LAL,SG,0.431111,0.79,0.360722,857
Jason Kidd,DAL,PG,0.397826,0.782043,0.353304,825
Antonio Lang,PHO,SF,0.47325,0.75725,0,41
Ryan Lorthridge,GSW,SG,0.475,0.648,0.214,272
Donyell Marshall,TOT,SF,0.416048,0.727238,0.339524,615
Darrick Martin,MIN,PG,0.3408,0.8034,0.285067,262
Jim McIlvaine,WSB,C,0.433571,0.591143,0.0204286,153
Aaron McKie,POR,SG,0.423529,0.711294,0.284,390
Anthony Miller,LAL,PF,0.380636,0.263818,0.0363636,46
Greg Minor,BOS,SG,0.4696,0.7784,0.2062,380
Eric Mobley,MIL,C,0.4814,0.4832,0.4,125
Eric Montross,BOS,C,0.439286,0.366286,0,190
Dwayne Morton,GSW,PG,0.388,0.682,0.36,167
Lamond Murray,LAC,SF,0.420364,0.743727,0.357818,753
Ivano Newbill,DET,SF,0.382333,0.438667,0.333333,66
Julius Nwosu,SAS,C,0.321,0.765,0,31
Wesley Person,PHO,SG,0.439188,0.781125,0.413188,549
Derrick Phelps,SAC,PG,0,0,0,0
Eric Piatkowski,LAC,SG,0.418714,0.830857,0.389143,422
Eldridge Recasner,DEN,SG,0.3335,0.733,0.224,173
Khalid Reeves,MIA,PG,0.3916,0.7472,0.2978,296
Glenn Robinson,MIL,SF,0.441562,0.777125,0.331313,935
Carlos Rogers,GSW,C,0.5869,0.4718,0.0903,230
Jalen Rose,DEN,SF,0.439211,0.802579,0.353789,885
Clifford Rozier,GSW,C,0.4135,0.322667,0.0476667,169
Trevor Ruffin,PHO,PG,0.416,0.762,0.375,505
Dickey Simpkins,CHI,PF,0.415222,0.522222,0.138889,168
Reggie Slater,DEN,PF,0.531692,0.574615,0,115
Mark Strickland,IND,PF,0.4438,0.5801,0.175,153
Aaron Swinson,PHO,SF,0.556,0.8,0,24
Zan Tabak,HOU,C,0.481375,0.5205,0,192
Brooks Thompson,ORL,PG,0.361125,0.5085,0.2995,158
Anthony Tucker,WSB,SF,0.457,0.614,0,243
B.J. Tyler,PHI,PG,0.381,0.7,0.314,195
Fred Vinson,ATL,SG,0.2185,0.75,0.2265,8
Charlie Ward,NYK,PG,0.383462,0.760231,0.343538,336
Jamie Watson,UTA,SF,0.452667,0.575667,0.281833,66
Monty Williams,NYK,SF,0.405818,0.647636,0.0888182,268
Dontonio Wingfield,SEA,SF,0.286,0.685,0.20175,105
Sharone Wright,PHI,C,0.472333,0.6025,0.111,439
Cory Alexander,SAS,PG,0.376222,0.745889,0.342222,240
Jerome Allen,MIN,SG,0.342,0.61975,0.3055,141
John Amaechi,CLE,PF,0.378,0.6184,0.0334,367
Ashraf Amaya,VAN,PF,0.39,0.5935,0.5,189
Brent Barry,LAC,SG,0.44775,0.842,0.39725,569
Corey Beck,CHH,PG,0.4246,0.6448,0.5,57
Mario Bennett,PHO,SF,0.34475,0.43925,0.125,67
Travis Best,IND,PG,0.427583,0.853333,0.330167,496
Melvin Booker,HOU,PG,0.4235,0.6545,0.324,72
Donnie Boyce,ATL,SG,0.362,0.5,0.3125,39
Marques Bragg,MIN,PF,0.45,0.561,0,131
Junior Burrough,BOS,PF,0.376,0.656,0,189
Jason Caffey,CHI,PF,0.4797,0.6393,0,395
Chris Carr,PHO,SG,0.3988,0.7624,0.3248,272
Randolph Childress,POR,PG,0.34975,0.57875,0.34875,40
Robert Churchwell,GSW,SG,0.375,0,0,6
Charles Claxton,BOS,C,0.5,0,0,2
John Coker,PHO,C,0.448,0.277667,0,13
Rastko Cvetkovic,DEN,C,0.313,0,0,10
Sasha Danilovic,MIA,SG,0.437,0.796,0.38025,414
Andrew DeClercq,GSW,C,0.496417,0.608667,0,265
Tyus Edney,SAC,PG,0.403,0.82375,0.25625,432
Vincenzo Esposito,TOR,PG,0.36,0.795,0.232,116
Michael Finley,PHO,SF,0.441842,0.772789,0.368211,987
Sherell Ford,SEA,SF,0.375,0.765,0.16,90
Kevin Garnett,MIN,SF,0.496609,0.774696,0.204348,1147
Anthony Goldwire,CHH,PG,0.362062,0.662312,0.350313,141
Thomas Hamilton,BOS,C,0.3665,0.4555,0,53
Alvin Heggs,HOU,SF,0.6,0.667,0,8
Alan Henderson,ATL,PF,0.490583,0.631583,0.133333,424
Fred Hoiberg,IND,SG,0.4103,0.8632,0.341,294
Darryl Johnson,CLE,PG,0.417,1,0,12
